Year;Country;Population;Type
1995;Malawi;10.26405;State
1995;Mali;9.33602;State
1995;Mauritania;2.23479;State
1995;Mauritius;1.12312;State
1995;Morocco;26.1476;State
1995;Mozambique;15.76475;State
1995;Niger;9.19933;State
1995;Nigeria;109.46508;State
1995;Reunion;0.65;State
1995;Rwanda;5.47298;State
1995;Saint Helena;0.00695;State
1995;Sao Tome and Principe;0.12714;State
1995;Senegal;8.37806;State
1995;Seychelles;0.07493;State
1995;Sierra Leone;3.88144;State
1995;Somalia;6.40072;State
1995;South Africa;42.22792;State
1995;Sudan;29.95296;State
1995;Swaziland;1.00364;State
1995;Tanzania;29.7529;State
1995;Togo;4.20291;State
1995;Tunisia;8.97627;State
1995;Uganda;20.68952;State
1995;Western Sahara;0.26387;State
1995;Zambia;9.02068;State
1995;Zimbabwe;11.15949;State
1995;Asia & Oceania;3191.91196;Region
1995;Afghanistan;19.22594;State
1995;American Samoa;0.05391;State
1995;Australia;17.97563;State
1995;Bangladesh;121.44231;State
1995;Bhutan;0.56631;State
1995;Brunei;0.28799;State
1995;Burma (Myanmar);43.99398;State
1995;Cambodia;11.23414;State
1995;China;1216.37844;State
1995;Cook Islands;0.01831;State
1995;Fiji;0.77252;State
1995;French Polynesia;0.22676;State
1995;Guam;0.14419;State
1995;Hong Kong;6.22535;State
1995;India;920.58497;State
1995;Indonesia;198.63437;State
1995;Japan;125.34135;State
1995;Kiribati;0.07654;State
1995;Korea - North;21.53398;State
1995;Korea - South;45.10508;State
1995;Laos;4.84612;State
1995;Macau;0.4013;State
1995;Malaysia;20.33903;State
1995;Maldives;0.26058;State
1995;Mongolia;2.44704;State
1995;Nauru;0.00982;State
1995;Nepal;21.87667;State
1995;New Caledonia;0.19178;State
1995;New Zealand;3.64018;State
1995;Niue;0.002;State
1995;Pakistan;134.18537;State
1995;Papua New Guinea;4.21589;State
1995;Philippines;72.59743;State
1995;Samoa;0.16889;State
1995;Singapore;3.54287;State
1995;Solomon Islands;0.37507;State
1995;Sri Lanka;18.47588;State
1995;Taiwan;21.29041;State
1995;Thailand;58.94228;State
1995;Tonga;0.0952;State
1995;U.S. Pacific Islands;0.23015;State
1995;Vanuatu;0.17255;State
1995;Vietnam;73.78339;State
1995;World;5697.40615;World
1996;North America;393.9428;Region
1996;Bermuda;0.06087;State
1996;Canada;30.02632;State
1996;Greenland;0.05634;State
1996;Mexico;94.39858;State
1996;Saint Pierre and Miquelon;0.00641;State
1996;United States;269.39428;State
1996;Central & South America;397.13002;Region
1996;Antigua and Barbuda;0.07006;State
1996;Argentina;35.68296;State
1996;Bahamas - The;0.26888;State
1996;Barbados;0.26881;State
1996;Belize;0.22297;State
1996;Bolivia;7.5344;State
1996;Brazil;166.08586;State
1996;Cayman Islands;0.03368;State
1996;Chile;14.40541;State
1996;Colombia;37.09791;State
1996;Costa Rica;3.536;State
1996;Cuba;10.9117;State
1996;Dominica;0.071;State
1996;Dominican Republic;7.89898;State
1996;Ecuador;11.52648;State
1996;El Salvador;5.56411;State
1996;Falkland Islands (Islas Malvinas);0.002;State
1996;French Guiana;0.15;State
1996;Grenada;0.09865;State
1996;Guadeloupe;0.43;State
1996;Guatemala;10.26795;State
1996;Guyana;0.76889;State
1996;Haiti;7.74067;State
1996;Honduras;5.71284;State
1996;Jamaica;2.50125;State
1996;Martinique;0.399;State
1996;Montserrat;0.00795;State
1996;Netherlands Antilles;0.20124;State
1996;Nicaragua;4.50076;State
1996;Panama;2.68979;State
1996;Paraguay;4.95484;State
1996;Peru;24.40212;State
1996;Puerto Rico;3.72466;State
1996;Saint Kitts and Nevis;0.04358;State
1996;Saint Lucia;0.14817;State
1996;Saint Vincent/Grenadines;0.10877;State
1996;Suriname;0.40761;State
1996;Trinidad and Tobago;1.26246;State
1996;Turks and Caicos Islands;0.01504;State
1996;Uruguay;3.24212;State
1996;Venezuela;21.96076;State
1996;Virgin Islands -  U.S.;0.10809;State
1996;Virgin Islands - British;0.01858;State
1996;Europe;571.23256;Continent
1996;Albania;3.2036;State
1996;Austria;8.06085;State
1996;Belgium;10.17893;State
1996;Bulgaria;8.16103;State
1996;Cyprus;0.8643;State
1996;Denmark;5.26208;State
1996;Faroe Islands;0.04359;State
1996;Finland;5.12031;State
1996;France;58.61602;State
1996;Germany;81.89067;State
1996;Gibraltar;0.02678;State
1996;Greece;10.47942;State
1996;Hungary;10.2593;State
1996;Iceland;0.269;State
1996;Ireland;3.63618;State
1996;Italy;57.39232;State
1996;Luxembourg;0.41557;State
1996;Malta;0.37996;State
1996;Netherlands;15.52781;State
1996;Norway;4.38128;State
1996;Poland;38.62984;State
1996;Portugal;10.09992;State
1996;Romania;22.62247;State
1996;Spain;39.82056;State
1996;Sweden;8.89223;State
1996;Switzerland;7.21214;State
1996;Turkey;63.0178;State
1996;United Kingdom;58.58181;State
1996;Eurasia;290.62283;Region
1996;Middle East;155.84253;Region
1996;Bahrain;0.58639;State
1996;Iran;65.11578;State
1996;Iraq;20.16797;State
1996;Israel;5.51452;State
1996;Jordan;4.28166;State
1996;Kuwait;1.69316;State
1996;Lebanon;3.68504;State
1996;Oman;2.19966;State
1996;Qatar;0.53602;State
1996;Saudi Arabia;19.29336;State
1996;Syria;14.8437;State
1996;United Arab Emirates;2.59958;State
1996;Yemen;15.32572;State
1996;Africa;730.48755;Continent
1996;Algeria;28.60404;State
1996;Angola;9.65061;State
1996;Benin;5.82023;State
1996;Botswana;1.52091;State
1996;Burkina Faso;10.22018;State
1996;Burundi;6.20373;State
1996;Cameroon;13.94474;State
1996;Cape Verde;0.3948;State
1996;Central African Republic;3.62161;State
1996;Chad;7.051;State
1996;Comoros;0.51232;State
1996;Congo (Brazzaville);2.73125;State
1996;Congo (Kinshasa);47.19667;State
1996;Cote dIvoire (IvoryCoast);15.28145;State
1996;Djibouti;0.56843;State
1996;Egypt;59.75782;State
1996;Equatorial Guinea;0.43842;State
1996;Ethiopia;57.19265;State
1996;Gabon;1.09771;State
1996;Gambia - The;1.19258;State
1996;Ghana;18.08539;State
1996;Guinea;7.70157;State
1996;Guinea-Bissau;1.16626;State
1996;Kenya;27.79029;State
1996;Lesotho;1.86905;State
1996;Liberia;1.93223;State
1996;Libya;4.69528;State
1996;Madagascar;13.94848;State
1996;Malawi;10.52681;State
1996;Mali;9.5158;State
1996;Mauritania;2.27068;State
1996;Mauritius;1.13534;State
1996;Morocco;26.56357;State
1996;Mozambique;16.29834;State
1996;Niger;9.52474;State
1996;Nigeria;112.14902;State
1996;Reunion;0.66;State
1996;Rwanda;6.54646;State
1996;Saint Helena;0.007;State
1996;Sao Tome and Principe;0.12953;State
1996;Senegal;8.59491;State
1996;Seychelles;0.07571;State
1996;Sierra Leone;3.8105;State
1996;Somalia;6.57426;State
1996;South Africa;42.79396;State
1996;Sudan;30.63013;State
1996;Swaziland;1.03245;State
1996;Tanzania;30.39214;State
1996;Togo;4.40207;State
1996;Tunisia;9.10886;State
1996;Uganda;21.24872;State
1996;Western Sahara;0.27767;State
1996;Zambia;9.25485;State
1996;Zimbabwe;11.31695;State
1996;Asia & Oceania;3238.06006;Region
1996;Afghanistan;19.86465;State
1996;American Samoa;0.05496;State
1996;Australia;18.19585;State
1996;Bangladesh;123.43252;State
1996;Bhutan;0.56533;State
1996;Brunei;0.29557;State
1996;Burma (Myanmar);44.72671;State
1996;Cambodia;11.48458;State
1996;China;1227.88219;State
1996;Cook Islands;0.01818;State
1996;Fiji;0.77889;State
1996;French Polynesia;0.2313;State
1996;Guam;0.14532;State
1996;Hong Kong;6.39156;State
1996;India;937.72548;State
1996;Indonesia;202.01216;State
1996;Japan;125.64531;State
1996;Kiribati;0.0779;State
1996;Korea - North;21.60596;State
1996;Korea - South;45.46797;State
1996;Laos;4.94763;State
1996;Macau;0.4104;State
1996;Malaysia;20.85669;State
1996;Maldives;0.27053;State
1996;Mongolia;2.49485;State
1996;Nauru;0.00983;State
1996;Nepal;22.50257;State
1996;New Caledonia;0.19553;State
1996;New Zealand;3.69501;State
1996;Niue;0.002;State
1996;Pakistan;137.91117;State
1996;Papua New Guinea;4.33107;State
1996;Philippines;74.33582;State
1996;Samoa;0.17033;State
1996;Singapore;3.67228;State
1996;Solomon Islands;0.38649;State
1996;Sri Lanka;18.67967;State
1996;Taiwan;21.45771;State
1996;Thailand;59.67497;State
1996;Tonga;0.0962;State
1996;U.S. Pacific Islands;0.23427;State
1996;Vanuatu;0.1761;State
1996;Vietnam;74.94655;State
1996;World;5777.31836;World
1997;North America;398.97205;Region
1997;Bermuda;0.06145;State
1997;Canada;30.3056;State
1997;Greenland;0.05651;State
1997;Mexico;95.89515;State
1997;Saint Pierre and Miquelon;0.00642;State
1997;United States;272.64693;State
1997;Central & South America;403.41352;Region
1997;Antigua and Barbuda;0.07145;State
1997;Argentina;36.10216;State
1997;Bahamas - The;0.27256;State
1997;Barbados;0.27006;State
1997;Belize;0.22895;State
1997;Bolivia;7.69515;State
1997;Brazil;168.63874;State
1997;Cayman Islands;0.03487;State
1997;Chile;14.60109;State
1997;Colombia;37.61994;State
1997;Costa Rica;3.62532;State
1997;Cuba;10.95186;State
1997;Dominica;0.07028;State
1997;Dominican Republic;8.03994;State
1997;Ecuador;11.79247;State
1997;El Salvador;5.63681;State
1997;Falkland Islands (Islas Malvinas);0.00243;State
1997;French Guiana;0.16;State
1997;Grenada;0.09957;State
1997;Guadeloupe;0.43;State
1997;Guatemala;10.49612;State
1997;Guyana;0.76841;State
1997;Haiti;7.90968;State
1997;Honduras;5.87503;State
1997;Jamaica;2.53118;State
1997;Martinique;0.403;State
1997;Montserrat;0.00595;State
1997;Netherlands Antilles;0.20354;State
1997;Nicaragua;4.61188;State
1997;Panama;2.74368;State
1997;Paraguay;5.08116;State
1997;Peru;24.84715;State
1997;Puerto Rico;3.75943;State
1997;Saint Kitts and Nevis;0.04407;State
1997;Saint Lucia;0.14971;State
1997;Saint Vincent/Grenadines;0.10861;State
1997;Suriname;0.41339;State
1997;Trinidad and Tobago;1.26015;State
1997;Turks and Caicos Islands;0.01565;State
1997;Uruguay;3.26667;State
1997;Venezuela;22.3618;State
1997;Virgin Islands -  U.S.;0.10836;State
1997;Virgin Islands - British;0.01903;State
1997;Europe;573.25103;Continent
1997;Albania;3.22541;State
1997;Austria;8.06988;State
1997;Belgium;10.19979;State
1997;Bulgaria;8.06606;State
1997;Cyprus;0.87985;State
1997;Denmark;5.28366;State
1997;Faroe Islands;0.04405;State
1997;Finland;5.13441;State
1997;France;58.8725;State
1997;Germany;82.01107;State
1997;Gibraltar;0.02675;State
1997;Greece;10.50237;State
1997;Hungary;10.22955;State
1997;Iceland;0.27119;State
1997;Ireland;3.68123;State
1997;Italy;57.5052;State
1997;Luxembourg;0.42101;State
1997;Malta;0.38295;State
1997;Netherlands;15.60446;State
1997;Norway;4.40567;State
1997;Poland;38.65496;State
1997;Portugal;10.15642;State
1997;Romania;22.55774;State
1997;Spain;39.90724;State
1997;Sweden;8.89762;State
1997;Switzerland;7.22506;State
1997;Turkey;64.09769;State
1997;United Kingdom;58.73261;State
1997;Eurasia;290.27955;Region
1997;Middle East;162.21659;Region
1997;Bahrain;0.59893;State
1997;Iran;66.04188;State
1997;Iraq;20.78125;State
1997;Israel;5.66009;State
1997;Jordan;4.38525;State
1997;Kuwait;1.76564;State
1997;Lebanon;3.71429;State
1997;Oman;2.25973;State
1997;Qatar;0.55086;State
1997;Saudi Arabia;19.81838;State
1997;Syria;15.24445;State
1997;United Arab Emirates;2.74633;State
1997;Yemen;15.81571;State
1997;Africa;747.90581;Continent
1997;Algeria;29.08356;State
1997;Angola;9.85558;State
1997;Benin;6.00623;State
1997;Botswana;1.56319;State
1997;Burkina Faso;10.54257;State
1997;Burundi;6.24364;State
1997;Cameroon;14.29013;State
1997;Cape Verde;0.404;State
1997;Central African Republic;3.70738;State
1997;Chad;7.26171;State
1997;Comoros;0.52812;State
1997;Congo (Brazzaville);2.80247;State
1997;Congo (Kinshasa);47.73982;State
1997;Cote dIvoire (IvoryCoast);15.68623;State
1997;Djibouti;0.59249;State
1997;Egypt;61.07191;State
1997;Equatorial Guinea;0.45103;State
1997;Ethiopia;58.80542;State
1997;Gabon;1.12694;State
1997;Gambia - The;1.23585;State
1997;Ghana;18.47351;State
1997;Guinea;7.79106;State
1997;Guinea-Bissau;1.19411;State
1997;Kenya;28.45861;State
1997;Lesotho;1.88354;State
1997;Liberia;2.09745;State
1997;Libya;4.76892;State
1997;Madagascar;14.3766;State
1997;Malawi;10.83884;State
1997;Mali;9.78384;State
1997;Mauritania;2.31522;State
1997;Mauritius;1.14835;State
1997;Morocco;26.96872;State
1997;Mozambique;16.75966;State
1997;Niger;9.8513;State
1997;Nigeria;114.86204;State
1997;Reunion;0.67;State
1997;Rwanda;7.64742;State
1997;Saint Helena;0.00706;State
1997;Sao Tome and Principe;0.13209;State
1997;Senegal;8.80985;State
1997;Seychelles;0.07641;State
1997;Sierra Leone;3.76521;State
1997;Somalia;6.75108;State
1997;South Africa;43.35363;State
1997;Sudan;31.4161;State
1997;Swaziland;1.06106;State
1997;Tanzania;31.09265;State
1997;Togo;4.57245;State
1997;Tunisia;9.23529;State
1997;Uganda;21.86101;State
1997;Western Sahara;0.29184;State
1997;Zambia;9.51552;State
1997;Zimbabwe;11.46939;State
1997;Asia & Oceania;3282.33448;Region
1997;Afghanistan;20.49022;State
1997;American Samoa;0.05597;State
1997;Australia;18.41526;State
1997;Bangladesh;125.50582;State
1997;Bhutan;0.57484;State
1997;Brunei;0.30311;State
1997;Burma (Myanmar);45.42617;State
1997;Cambodia;11.72171;State
1997;China;1238.12566;State
1997;Cook Islands;0.01787;State
1997;Fiji;0.78561;State
1997;French Polynesia;0.23577;State
1997;Guam;0.1468;State
1997;Hong Kong;6.49592;State
1997;India;954.92605;State
1997;Indonesia;205.27672;State
1997;Japan;125.95649;State
1997;Kiribati;0.07969;State
1997;Korea - North;21.47045;State
1997;Korea - South;45.80783;State
1997;Laos;5.0549;State
1997;Macau;0.41699;State
1997;Malaysia;21.40715;State
1997;Maldives;0.27571;State
1997;Mongolia;2.53922;State
1997;Nauru;0.00987;State
1997;Nepal;23.10934;State
1997;New Caledonia;0.19938;State
1997;New Zealand;3.73642;State
1997;Niue;0.002;State
1997;Pakistan;141.4455;State
1997;Papua New Guinea;4.44837;State
1997;Philippines;76.05706;State
1997;Samoa;0.17181;State
1997;Singapore;3.80231;State
1997;Solomon Islands;0.39809;State
1997;Sri Lanka;18.8682;State
1997;Taiwan;21.63853;State
1997;Thailand;60.36736;State
1997;Tonga;0.09744;State
1997;U.S. Pacific Islands;0.2384;State
1997;Vanuatu;0.17962;State
1997;Vietnam;76.05286;State
1997;World;5858.37302;World
1998;North America;403.85585;Region
1998;Bermuda;0.06198;State
1998;Canada;30.55166;State
1998;Greenland;0.05661;State
1998;Mexico;97.32506;State
1998;Saint Pierre and Miquelon;0.00642;State
1998;United States;275.8541;State
1998;Central & South America;409.62879;Region
1998;Antigua and Barbuda;0.07278;State
1998;Argentina;36.51792;State
1998;Bahamas - The;0.27599;State
1998;Barbados;0.27129;State
1998;Belize;0.23513;State
1998;Bolivia;7.8589;State
1998;Brazil;171.20116;State
1998;Cayman Islands;0.03606;State
1998;Chile;14.79216;State
1998;Colombia;38.13259;State
1998;Costa Rica;3.71374;State
1998;Cuba;10.99853;State
1998;Dominica;0.07004;State
1998;Dominican Republic;8.18221;State
1998;Ecuador;12.05063;State
1998;El Salvador;5.71157;State
1998;Falkland Islands (Islas Malvinas);0.0026;State
1998;French Guiana;0.17;State
1998;Grenada;0.10039;State
1998;Guadeloupe;0.43;State
1998;Guatemala;10.70814;State
1998;Guyana;0.7726;State
1998;Haiti;8.08056;State
1998;Honduras;6.0391;State
1998;Jamaica;2.56043;State
1998;Martinique;0.407;State
1998;Montserrat;0.00338;State
1998;Netherlands Antilles;0.20581;State
1998;Nicaragua;4.71974;State
1998;Panama;2.79723;State
1998;Paraguay;5.20018;State
1998;Peru;25.27571;State
1998;Puerto Rico;3.7811;State
1998;Saint Kitts and Nevis;0.04461;State
1998;Saint Lucia;0.15102;State
1998;Saint Vincent/Grenadines;0.1084;State
1998;Suriname;0.41993;State
1998;Trinidad and Tobago;1.25764;State
1998;Turks and Caicos Islands;0.01627;State
1998;Uruguay;3.28869;State
1998;Venezuela;22.75136;State
1998;Virgin Islands -  U.S.;0.10854;State
1998;Virgin Islands - British;0.01948;State
1998;Europe;575.25757;Continent
1998;Albania;3.21277;State
1998;Austria;8.07862;State
1998;Belgium;10.21703;State
1998;Bulgaria;7.97177;State
1998;Cyprus;0.89373;State
1998;Denmark;5.30277;State
1998;Faroe Islands;0.04456;State
1998;Finland;5.14698;State
1998;France;59.13674;State
1998;Germany;82.02367;State
1998;Gibraltar;0.02675;State
1998;Greece;10.52007;State
1998;Hungary;10.2004;State
1998;Iceland;0.274;State
1998;Ireland;3.72801;State
1998;Italy;57.57648;State
1998;Luxembourg;0.4265;State
1998;Malta;0.38561;State
1998;Netherlands;15.69926;State
1998;Norway;4.43272;State
1998;Poland;38.66876;State
1998;Portugal;10.22483;State
1998;Romania;22.51138;State
1998;Spain;40.0461;State
1998;Sweden;8.90268;State
1998;Switzerland;7.23953;State
1998;Turkey;65.17718;State
1998;United Kingdom;58.92063;State
1998;Eurasia;289.91891;Region
1998;Middle East;165.85793;Region
1998;Bahrain;0.61118;State
1998;Iran;66.95374;State
1998;Iraq;21.40271;State
1998;Israel;5.80873;State
1998;Jordan;4.48522;State
1998;Kuwait;1.83621;State
1998;Lebanon;3.74182;State
1998;Oman;2.31861;State
1998;Qatar;0.57056;State
1998;Saudi Arabia;20.32909;State
1998;Syria;15.64985;State
1998;United Arab Emirates;2.8985;State
1998;Yemen;16.3272;State
1998;Africa;765.93193;Continent
1998;Algeria;29.53558;State
1998;Angola;10.03917;State
1998;Benin;6.20232;State
1998;Botswana;1.60401;State
1998;Burkina Faso;10.87271;State
1998;Burundi;6.41743;State
1998;Cameroon;14.63798;State
1998;Cape Verde;0.41297;State
1998;Central African Republic;3.79796;State
1998;Chad;7.47932;State
1998;Comoros;0.54444;State
1998;Congo (Brazzaville);2.88;State
1998;Congo (Kinshasa);48.75971;State
1998;Cote dIvoire (IvoryCoast);16.04536;State
1998;Djibouti;0.62088;State
1998;Egypt;62.41172;State
1998;Equatorial Guinea;0.46406;State
1998;Ethiopia;60.4839;State
1998;Gabon;1.15717;State
1998;Gambia - The;1.27957;State
1998;Ghana;18.88771;State
1998;Guinea;7.90661;State
1998;Guinea-Bissau;1.22224;State
1998;Kenya;29.12289;State
1998;Lesotho;1.8966;State
1998;Liberia;2.34951;State
1998;Libya;4.8841;State
1998;Madagascar;14.81658;State
1998;Malawi;11.15534;State
1998;Mali;10.04609;State
1998;Mauritania;2.3741;State
1998;Mauritius;1.16066;State
1998;Morocco;27.36105;State
1998;Mozambique;17.22003;State
1998;Niger;10.19566;State
1998;Nigeria;117.59957;State
1998;Reunion;0.68;State
1998;Rwanda;8.04184;State
1998;Saint Helena;0.00712;State
1998;Sao Tome and Principe;0.1348;State
1998;Senegal;9.03714;State
1998;Seychelles;0.07717;State
1998;Sierra Leone;3.74573;State
1998;Somalia;6.9652;State
1998;South Africa;43.96192;State
1998;Sudan;32.36192;State
1998;Swaziland;1.0894;State
1998;Tanzania;31.95096;State
1998;Togo;4.71517;State
1998;Tunisia;9.35274;State
1998;Uganda;22.50214;State
1998;Western Sahara;0.30635;State
1998;Zambia;9.78077;State
1998;Zimbabwe;11.60692;State
1998;Asia & Oceania;3325.29036;Region
1998;Afghanistan;21.13212;State
1998;American Samoa;0.05693;State
1998;Australia;18.62084;State
1998;Bangladesh;127.66013;State
1998;Bhutan;0.58527;State
1998;Brunei;0.31053;State
1998;Burma (Myanmar);46.11082;State
1998;Cambodia;11.94447;State
1998;China;1247.50222;State
1998;Cook Islands;0.01738;State
1998;Fiji;0.79269;State
1998;French Polynesia;0.24024;State
1998;Guam;0.14972;State
1998;Hong Kong;6.54456;State
1998;India;972.11281;State
1998;Indonesia;208.47748;State
1998;Japan;126.24609;State
1998;Kiribati;0.08153;State
1998;Korea - North;21.20487;State
1998;Korea - South;46.15151;State
1998;Laos;5.16765;State
1998;Macau;0.42161;State
1998;Malaysia;21.97723;State
1998;Maldives;0.28118;State
1998;Mongolia;2.58152;State
1998;Nauru;0.00989;State
1998;Nepal;23.70029;State
1998;New Caledonia;0.20324;State
1998;New Zealand;3.76231;State
1998;Niue;0.002;State
1998;Pakistan;144.88529;State
1998;Papua New Guinea;4.5678;State
1998;Philippines;77.74055;State
1998;Samoa;0.17331;State
1998;Singapore;3.90453;State
1998;Solomon Islands;0.40984;State
1998;Sri Lanka;19.05566;State
1998;Taiwan;21.83444;State
1998;Thailand;61.03791;State
1998;Tonga;0.09887;State
1998;U.S. Pacific Islands;0.24244;State
1998;Vanuatu;0.18309;State
1998;Vietnam;77.1075;State
1998;World;5935.74132;World
1999;North America;408.60296;Region
1999;Bermuda;0.06251;State
1999;Canada;30.82026;State
1999;Greenland;0.0567;State
1999;Mexico;98.61691;State
1999;Saint Pierre and Miquelon;0.00643;State
1999;United States;279.04017;State
1999;Central & South America;415.63607;Region
1999;Antigua and Barbuda;0.07402;State
1999;Argentina;36.92342;State
1999;Bahamas - The;0.27931;State
1999;Barbados;0.2725;State
1999;Belize;0.24148;State
1999;Bolivia;8.02556;State
1999;Brazil;173.76387;State
1999;Cayman Islands;0.03725;State
1999;Chile;14.97655;State
1999;Colombia;38.56386;State
1999;Costa Rica;3.80017;State
1999;Cuba;11.05298;State
1999;Dominica;0.07035;State
1999;Dominican Republic;8.3252;State
1999;Ecuador;12.26831;State
1999;El Salvador;5.78837;State
1999;Falkland Islands (Islas Malvinas);0.0028;State
1999;French Guiana;0.17;State
1999;Grenada;0.10099;State
1999;Guadeloupe;0.43;State
1999;Guatemala;10.90342;State
1999;Guyana;0.78005;State
1999;Haiti;8.24971;State
1999;Honduras;6.19088;State
1999;Jamaica;2.58887;State
1999;Martinique;0.414;State
1999;Montserrat;0.00338;State
1999;Netherlands Antilles;0.20802;State
1999;Nicaragua;4.82722;State
1999;Panama;2.84779;State
1999;Paraguay;5.31154;State
1999;Peru;25.68629;State
1999;Puerto Rico;3.80008;State
1999;Saint Kitts and Nevis;0.04513;State
1999;Saint Lucia;0.15211;State
1999;Saint Vincent/Grenadines;0.10812;State
1999;Suriname;0.42626;State
1999;Trinidad and Tobago;1.25463;State
1999;Turks and Caicos Islands;0.01689;State
1999;Uruguay;3.30831;State
1999;Venezuela;23.12864;State
1999;Virgin Islands -  U.S.;0.1086;State
1999;Virgin Islands - British;0.01993;State
1999;Europe;577.29902;Continent
1999;Albania;3.18733;State
1999;Austria;8.09416;State
1999;Belgium;10.23566;State
1999;Bulgaria;7.89323;State
1999;Cyprus;0.90688;State
1999;Denmark;5.32013;State
1999;Faroe Islands;0.04512;State
1999;Finland;5.1581;State
1999;France;59.40602;State
1999;Germany;82.07478;State
1999;Gibraltar;0.02676;State
1999;Greece;10.53675;State
1999;Hungary;10.17161;State
1999;Iceland;0.27728;State
1999;Ireland;3.77486;State
1999;Italy;57.63023;State
1999;Luxembourg;0.43253;State
1999;Malta;0.3878;State
1999;Netherlands;15.80195;State
1999;Norway;4.46338;State
1999;Poland;38.66554;State
1999;Portugal;10.28338;State
1999;Romania;22.47629;State
1999;Spain;40.25144;State
1999;Sweden;8.90979;State
1999;Switzerland;7.26468;State
1999;Turkey;66.254;State
1999;United Kingdom;59.15164;State
1999;Eurasia;289.39641;Region
1999;Middle East;169.46952;Region
1999;Bahrain;0.62308;State
1999;Iran;67.80393;State
1999;Iraq;22.0356;State
1999;Israel;5.96029;State
1999;Jordan;4.58483;State
1999;Kuwait;1.90567;State
1999;Lebanon;3.76753;State
1999;Oman;2.37618;State
1999;Qatar;0.59711;State
1999;Saudi Arabia;20.82455;State
1999;Syria;16.05894;State
1999;United Arab Emirates;3.05608;State
1999;Yemen;16.85909;State
1999;Africa;784.59937;Continent
1999;Algeria;29.97982;State
1999;Angola;10.21544;State
1999;Benin;6.40677;State
1999;Botswana;1.64294;State
1999;Burkina Faso;11.22531;State
1999;Burundi;6.63114;State
1999;Cameroon;14.9885;State
1999;Cape Verde;0.42168;State
1999;Central African Republic;3.88922;State
1999;Chad;7.70874;State
1999;Comoros;0.56126;State
1999;Congo (Brazzaville);2.97232;State
1999;Congo (Kinshasa);50.28355;State
1999;Cote dIvoire (IvoryCoast);16.45688;State
1999;Djibouti;0.64626;State
1999;Egypt;63.77347;State
1999;Equatorial Guinea;0.47754;State
1999;Ethiopia;62.2794;State
1999;Gabon;1.19565;State
1999;Gambia - The;1.3237;State
1999;Ghana;19.3145;State
1999;Guinea;8.1544;State
1999;Guinea-Bissau;1.25041;State
1999;Kenya;29.7955;State
1999;Lesotho;1.90767;State
1999;Liberia;2.49539;State
1999;Libya;5.00314;State
1999;Madagascar;15.27126;State
1999;Malawi;11.47685;State
1999;Mali;10.33565;State
1999;Mauritania;2.43691;State
1999;Mauritius;1.17313;State
1999;Morocco;27.74199;State
1999;Mozambique;17.67673;State
1999;Niger;10.56322;State
1999;Nigeria;120.3692;State
1999;Reunion;0.7;State
1999;Rwanda;8.22235;State
1999;Saint Helena;0.00718;State
1999;Sao Tome and Principe;0.13767;State
1999;Senegal;9.25282;State
1999;Seychelles;0.07814;State
1999;Sierra Leone;3.73557;State
1999;Somalia;7.17102;State
1999;South Africa;44.52627;State
1999;Sudan;33.22446;State
1999;Swaziland;1.11714;State
1999;Tanzania;32.80803;State
1999;Togo;4.85245;State
1999;Tunisia;9.46255;State
1999;Uganda;23.22767;State
1999;Western Sahara;0.32118;State
1999;Zambia;10.05002;State
1999;Zimbabwe;11.73308;State
1999;Asia & Oceania;3367.43739;Region
1999;Afghanistan;21.82157;State
1999;American Samoa;0.05785;State
1999;Australia;18.83025;State
1999;Bangladesh;129.87906;State
1999;Bhutan;0.59563;State
1999;Brunei;0.3179;State
1999;Burma (Myanmar);46.78168;State
1999;Cambodia;12.15466;State
1999;China;1255.9925;State
1999;Cook Islands;0.01686;State
1999;Fiji;0.79908;State
1999;French Polynesia;0.24472;State
1999;Guam;0.15259;State
1999;Hong Kong;6.59931;State
1999;India;989.25019;State
1999;Indonesia;211.6872;State
1999;Japan;126.4944;State
1999;Kiribati;0.08334;State
1999;Korea - North;21.10209;State
1999;Korea - South;46.48542;State
1999;Laos;5.28581;State
1999;Macau;0.42777;State
1999;Malaysia;22.55341;State
1999;Maldives;0.29148;State
1999;Mongolia;2.62305;State
1999;Nauru;0.00987;State
1999;Nepal;24.26987;State
1999;New Caledonia;0.20718;State
1999;New Zealand;3.78176;State
1999;Niue;0.002;State
1999;Pakistan;148.3792;State
1999;Papua New Guinea;4.68932;State
1999;Philippines;79.44813;State
1999;Samoa;0.17476;State
1999;Singapore;3.96775;State
1999;Solomon Islands;0.42172;State
1999;Sri Lanka;19.24104;State
1999;Taiwan;22.00781;State
1999;Thailand;61.63419;State
1999;Tonga;0.10051;State
1999;U.S. Pacific Islands;0.2463;State
1999;Vanuatu;0.18651;State
1999;Vietnam;78.14167;State
1999;World;6012.44075;World
2000;North America;413.3245;Region
2000;Bermuda;0.06306;State
2000;Canada;31.09956;State
2000;Greenland;0.05689;State
2000;Mexico;99.92662;State
2000;Saint Pierre and Miquelon;0.00641;State
2000;United States;282.17196;State
2000;Central & South America;421.4539;Region
2000;Antigua and Barbuda;0.07535;State
2000;Argentina;37.33565;State
2000;Bahamas - The;0.28259;State
2000;Barbados;0.27368;State
2000;Belize;0.248;State
2000;Bolivia;8.1951;State
2000;Brazil;176.31962;State
2000;Cayman Islands;0.03844;State
2000;Chile;15.15574;State
2000;Colombia;38.91035;State
